gene_name	IMMU.BC2.0118.FIXT.01.RNA.01	IMMU.BC2.0140.FIXT.01.RNA.01	IMMU.BC2.0145.FIXT.01.RNA.01	IMMU.BC2.0151.FIXT.01.RNA.01	IMMU.BC2.0159.FIXT.02.RNA.01	IMMU.BC2.0163.FIXT.01.RNA.01	IMMU.BC2.0166.FIXT.01.RNA.01
KCTD13	7.524488	11.609594	15.666248	8.259854	13.974805	6.551154	18.928064
P2RY14	0.469032	2.123447	1.738859	0.31303	5.070534	0.215115	0.824538
AMZ1	0.156291	0.321537	0.6336	0.239907	0.569347	0.14957	0.858364
GPR171	0.154716	6.631106	1.283214	0.22663	7.185131	0.158199	0.707284
GPR149	0	0	0	0	0	0.008209	0
CD164L2	0.019572	0	0.117823	0.095387	0.136123	2.986404	3.060733
FUT1	0.222325	0.36005	2.45878	0.507028	0.846716	1.932723	2.892238
DHX36	18.671381	26.154977	29.756783	13.217469	78.178506	12.73288	61.71716
OR5J2	0	0	0	0	0	0	0
ZIC4	0.064217	0.24307	0.156762	0.039532	0.577289	0.734614	1.609898
OR10AG1	0	0	0	0	0	0	0
AC026271.1	0.013515	0	0	0.022108	0.014301	0.143482	0.02775
OR4S2	0	0	0	0	0	0	0
FBXW8	7.742095	4.819654	4.802152	9.35749	6.857503	8.423918	8.124099
CA5A	0.018177	0.005276	0.097338	0.020296	0.008786	0.006024	0.007182
ZG16	0.004165	0	0	0.003401	0	0	0.021446
KLC2	4.862449	8.972838	10.748577	6.642157	7.990924	8.845394	12.443539
SLC22A1	0.306321	0.686157	1.089177	1.590083	0.52196	0.718158	1.195405
TEX36	0	0	0.028262	0	0	0	0.018358
CTBP2	26.926059	35.27595	25.464796	26.060057	35.241616	17.536641	41.171452
CHST2	0.396273	2.582183	2.358932	0.912191	3.412989	1.145508	7.483001
ZDHHC14	4.98581	5.255051	3.466133	4.213325	7.043049	1.400305	2.789388
ATR	8.771359	10.731195	9.711188	6.129097	27.369081	7.658747	24.179761
LRRC75A-AS1	47.007122	94.789257	78.078244	67.518406	198.592612	325.870901	221.471517
UBE2C	3.218111	15.492115	23.509736	6.423576	14.118195	64.9694	45.852675
DSG4	0	0	0.003469	0.008851	0	0.026494	0.006216
GK5	8.483052	6.368867	7.415746	6.567213	29.949144	10.310382	29.529739
VCPIP1	5.838635	7.988242	9.251478	4.996167	19.246736	2.946072	10.526061
RTP1	0	0.012627	0.014777	0	0	0	0.00516
DES	0.005977	7.123027	0.936084	0.082824	10.254342	0.05527	0.366016
PDIK1L	3.452949	3.599376	4.635051	2.940329	8.032314	3.776425	14.022714
SPSB4	1.025357	0.881653	0.705251	0.453677	0.741293	0.322809	3.598063
RAG2	0	0	0	0.059204	0	0	0
TRAF6	3.577221	5.405258	5.756218	4.285178	9.933713	4.070679	6.587777
ZNF654	4.677773	6.118908	5.95542	3.197138	13.026544	2.113144	6.837529
TVP23C	5.963079	17.301573	15.070293	9.492687	41.844307	7.424094	37.320642
MRPS22	7.265999	11.628026	9.131716	11.364418	21.68151	21.231542	19.309539
PACS1	36.888713	29.583798	46.064675	21.97398	56.136754	26.68291	47.710844
WFDC5	0	0	0.008939	0	0	0.041217	0
MARCKSL1	18.80537	77.731064	155.359248	57.280646	84.434752	176.81955	307.921077
SH3BP5L	4.162764	8.885975	9.828953	5.550208	10.486131	9.390192	18.681084
OR2T1	0	0	0	0	0	0.004566	0.010918
TMEM51-AS1	0.925817	0.209649	1.632148	0.742862	0.872189	0.983144	0.983867
YPEL2	17.704044	9.350559	12.12617	7.451059	15.009596	3.874759	5.329709
CADM2	1.155988	0.290431	0.096324	1.18523	0.299895	0.321617	0.02556
ABO	0.16612	0.613118	1.549711	0.226471	0.604813	0.076042	2.873408
PSMD2	32.327858	40.342595	91.02426	42.759335	72.259822	59.623524	191.649245
FAM182B	0.119504	0.706046	0.322248	0.432739	0.282237	0.481819	0.694216
PPM1E	0.040323	0.048581	0.296393	0.037703	0.038756	0.657804	0.619851
FAM131A	2.401315	4.21312	7.077005	3.5839	4.78986	5.717562	19.50699
CSRP2	3.017312	5.997485	24.188696	23.949119	13.167475	9.556386	37.298164
INHBC	0.054709	0.021287	0.037363	0.00557	0.007121	0.067812	0.075292
PARL	11.204797	14.470303	25.606368	10.267489	29.508486	17.352872	45.351935
DDIT3	4.996209	5.397321	10.457786	7.539608	8.51058	11.581606	9.000235
PCCA	31.57729	19.534238	18.287274	10.639851	21.445519	3.982776	18.712867
HIGD2B	0.067389	0.041078	0.008001	0.087287	0.054683	0.175655	0.143722
DCTN2	24.091002	22.384094	40.597984	38.203535	40.953227	18.086585	41.343116
NPPA	0.047392	0.019143	0	0	0	0	0
ZNF408	2.717925	3.451423	4.230231	2.463149	3.572838	3.619668	4.026995
CTDSP2	49.407186	46.386034	47.777091	40.988486	71.27737	23.699286	45.597291
CKAP5	13.215278	27.138386	37.880949	14.766976	40.344979	42.267434	61.187433
ARHGAP1	17.598743	27.43575	30.877142	31.054995	36.014527	22.896329	31.319857
MED16	3.396601	6.753824	7.343612	8.119489	8.711414	14.175909	6.482747
ATG13	14.821111	21.420081	21.217058	15.641661	32.121231	23.41437	36.863838
GAL3ST3	0	0.025655	0.014958	0	0.018148	0	0
C1orf127	0.276017	0.407555	0.158491	0.14607	0.201359	0.033738	0.127303
CHST1	56.170292	2.054795	17.460037	19.757836	3.316704	0.510385	1.672619
GOLGA8A	7.594313	26.293888	50.814189	10.085231	30.161248	62.942432	32.50998
VWA3A	0.104974	0.077339	0.282129	0.075977	0.23732	0.050343	0.190211
TP53I11	25.188843	9.917999	42.12755	31.691389	24.228899	28.546769	49.981252
CENPS	1.276557	3.013494	6.788706	3.371213	4.724636	4.273749	8.444764
DOLK	3.431425	2.661241	5.881405	4.150298	3.643763	2.032551	8.655297
PHYHD1	0.28354	3.122592	1.644508	31.456323	2.934341	0.674193	1.589297
CATSPER1	0.025273	0.247491	0.224955	0.148788	0.311576	0.028893	0.181388
ANKRD30BP1	0.006033	0	0.264208	2.096663	0	0	0
CCNE2	2.70229	0.963687	24.318451	1.939806	7.788307	4.243812	32.179354
PHYKPL	29.67729	40.404018	42.708378	28.476625	66.782459	46.295041	31.060399
ANKS4B	0	0.003088	0.014467	0.002499	0.003107	0.010677	0.012679
CST6	1.6791	0.355749	2.348212	0.394926	3.473216	0.456158	1.337558
GRAMD2A	25.002592	1.872099	3.027901	13.681635	2.216032	22.568521	10.876867
NF1P5	0	0	0.02734	0.039986	0	0	0
ZNF519	6.506617	12.793538	13.95614	1.744418	15.222816	6.356036	16.429778
LSM1	12.666939	10.499307	18.428881	8.865524	15.587365	17.236701	21.356743
PROP1	0	0	0	0	0	0	0
ISX	0.011502	0	0.007054	0.012525	0	0	0
BANF1	43.916127	39.193647	72.409841	38.368341	54.156977	94.274156	136.240562
APOF	0.024306	0	0.004897	0.705258	0	0	0.00682
CHRNA7	0.216808	0.783906	1.016881	0.336329	0.626031	0.918062	0.677846
TMEM9B	16.2585	13.030973	13.371369	9.47269	28.018605	14.435313	16.037272
NRIP3	0.74395	0.299008	1.677104	0.685502	0.50692	1.067234	4.316536
PTPN2	25.557088	26.314233	32.873258	8.833099	42.986912	24.065341	36.877089
SCUBE2	3.80902	4.137115	6.095334	3.562217	2.085328	0.813824	2.047586
EIF1AD	11.87684	12.727616	20.840048	9.734164	19.374581	16.205747	25.451851
SMAD2	33.414886	30.934348	52.021224	22.972135	66.729277	59.806269	56.009973
EIF3F	34.671744	39.625484	26.7155	31.559549	85.990073	135.957505	37.799562
ZNF25	1.96465	3.645008	5.166319	1.642682	7.744729	1.959635	7.702037
OR10P1	0	0	0	0	0	0	0
ARL10	1.2784	2.635779	1.956431	1.484048	4.048652	4.896466	6.01944
CLTB	6.219772	8.857958	11.130416	15.676588	12.657738	25.796269	11.845268
PCSK1	0.022448	2.08666	1.595203	0.103104	1.162226	0.15885	0.948869
LPL	5.797998	26.476476	6.746402	2.42981	66.288449	17.955474	4.352321
RFESD	0.909172	0.927588	1.09375	0.51468	2.024408	1.163824	1.45884
CCDC14	18.996657	26.20403	27.324804	18.854561	50.702427	48.196824	123.128085
TBC1D10C	0.445079	9.094423	1.767862	1.718961	13.780118	0.75865	0.686675
SART1	8.73462	11.066009	17.284637	10.587189	18.281574	16.501752	27.314173
PPP2R2D	14.25959	13.222705	10.706487	10.413837	17.135489	8.684967	14.705974
MCTP1	2.608464	9.872301	6.387886	2.878459	12.213814	1.66067	4.309782
POLD4	10.139941	17.519704	18.193081	20.197141	28.254042	17.698774	13.192435
OR52W1	0	0	0	0	0	0.064917	0
LRRC25	0.923633	3.776715	2.250411	1.764719	4.326468	1.326107	1.591714
DPP10	0	0.161198	0.095849	0	0.010034	0.147713	0.084444
CLCF1	0.186506	2.662366	5.6824	0.728709	3.75008	1.770377	3.470736
AL078621.2	0.147898	0	0.137434	2.620249	0	0.257107	0.101838
TSGA10IP	0.014213	0.051571	0.021551	0	0.036963	0	0.637369
GPR152	0.010012	0.010283	0.012026	0.032523	0.02059	0	0.016699
UBQLNL	0.561821	0.832108	0.250591	0.089714	0.218046	0.206177	0.09861
UBQLN3	0.504472	0.435842	0.121181	0.040683	0.087042	0.102739	0.028349
PNLIP	0.134195	0	0	0	0	0	0.016021
LIPT2	1.033708	0.778163	3.21679	0.927349	1.612995	1.243664	3.616527
KCNE3	2.730674	2.418995	7.976687	2.272905	4.45551	1.482765	3.059347
CABP4	0.922865	0.778468	4.197757	2.354343	1.703449	0.283354	2.682363
ALG10B	1.888916	2.113112	4.569956	3.910324	5.826094	2.763969	4.880418
DRAP1	16.970178	38.869936	44.490522	27.39257	30.248225	39.98465	73.260569
LONRF3	0.619579	0.405203	3.264038	1.078473	1.125603	0.444604	0.456744
UCP3	1.792962	2.255394	2.478035	1.636197	1.609686	0.678925	3.281946
UCP2	21.924266	37.738822	20.385755	95.735609	73.22839	18.075294	17.858153
C11orf68	4.675272	8.73221	8.541522	7.167249	8.140041	9.841874	11.785456
PAAF1	4.844503	5.267888	12.908451	6.20128	10.313936	6.524603	8.978315
MRPL48	5.361328	7.702696	10.38734	7.603979	14.121221	22.659782	26.707441
RAB6A	23.755817	30.276076	58.382557	35.144258	61.524076	50.627983	99.979994
P2RY2	3.051541	0.269847	1.165931	7.979821	3.204875	2.413384	4.058306
FOSL1	0.496147	0.530237	1.671069	0.203947	0.41025	0.796405	4.687201
ERCC4	3.776085	4.647835	5.469223	2.388156	6.576127	3.292156	6.735209
SUGCT	6.219259	1.596899	4.981644	3.167152	2.589177	1.763006	17.542763
CCDC85B	1.086341	4.989127	3.293429	2.671041	2.351405	4.959443	4.852343
AC007601.1	0.006909	0.014333	0.01258	0.016879	0.007192	0.004892	0
TMEM70	4.397569	8.397259	13.411669	4.726681	15.83749	5.360507	11.390771
LINC00476	2.736544	6.783455	3.416931	2.90312	7.702172	2.23188	11.176731
OR4B1	0	0	0	0	0	0	0
RPS6KB2	7.640842	13.285647	18.005598	10.518931	10.761634	16.275603	19.253901
RMI2	3.781852	5.059855	18.960935	2.116563	8.104182	2.232559	15.065376
PRM1	0	0	0	0	0	0	0
DRD5P2	0	0.007018	0	0	0	0	0
TOM1L2	24.427881	11.057265	10.872013	22.69352	17.45537	5.836844	25.152058
TEX26	0.009623	0.059379	0	0	0.029731	0.234974	0
GOLGA8EP	0	0	0	0	0.017037	0	0
ZNF77	1.650772	1.368557	3.581332	1.816373	3.666117	2.06187	3.859617
GPR156	0.197444	0.796151	0.235006	0.10032	0.920248	2.799192	1.732412
CCDC197	0.010012	0	0	0	0	0	0.025049
MTLN	11.39394	9.943398	12.284101	12.367358	5.927052	0.463674	13.262527
KDF1	2.403283	1.395375	2.366032	2.601031	1.775266	10.066184	6.337339
B3GNTL1	3.386937	2.864809	4.307649	1.552373	5.871526	5.819267	3.389488
RBMXL3	0	0.003945	0	0	0	0	0
MLXIP	13.527077	30.798121	22.547987	18.225103	33.284323	30.686684	34.848483
C11orf44	0.003646	0.026758	0.017903	0.026807	0.015386	0.010495	0.018844
BAK1P1	0.60412	0.722407	0.590733	0.307457	0.736803	0.238126	0.766996
RWDD4P2	0	0.04084	0	0	0	0	0.227478
NR2F1	1.181	1.960962	8.791803	2.090836	9.503064	0.443884	2.79225
C15orf54	0.046684	0.013321	0.046786	0.093885	0.066988	0.219218	0.131055
EIF3KP1	0.027545	0.402427	0.078191	0.110159	0.212129	0.177326	0.190899
AURKAIP1	10.152716	13.306767	27.467446	25.801744	12.012283	19.696593	25.391783
TTLL11	1.037278	3.695581	2.618669	2.058365	3.525608	1.396175	3.818311
EIF4E1B	0.004636	0.01718	0.010049	0.011253	0	0.006639	0.034972
TOMM5	13.77205	26.692018	53.532457	13.523401	68.906181	85.092535	70.576681
LINC01106	2.66946	0.547029	3.639144	2.233756	2.656308	0.271131	4.709752
AP002986.1	0.601055	0.602283	0.119997	0.261624	0.374213	0.471459	0.578643
C15orf53	0.216221	0.618741	0.604784	0.804204	2.250709	0.098293	0.148415
SLC35E3	2.743033	4.036863	3.280739	4.307074	4.333844	2.259406	8.064768
PRIMA1	0.400081	0.330218	0.551388	0.085178	0.239108	0.746815	1.407385
ZNF169	2.812635	4.21105	3.369986	1.704137	5.504924	2.122493	4.69065
RUVBL1	6.329155	9.62846	6.440327	6.89761	12.497238	22.853412	22.128194
SFN	1.716033	0.495575	11.480011	7.907748	4.060367	29.546906	31.381372
OR52B3P	0	0	0	0	0	0	0
MSRA	4.039014	10.300953	10.361298	4.888173	12.010312	3.25277	16.262335
CBLL2	0	0.038377	0.005611	0	0.038441	0.013044	0.031196
CCDC168	0.004001	0.057506	0.070915	0.009833	0.033584	0.078116	0.155822
CTDNEP1	17.809876	29.590854	32.713396	21.18235	56.352504	37.968995	70.722593
ETV4	0.920612	3.184655	3.98791	0.360041	1.651398	8.601833	14.37259
FAM172BP	0.02782	0.23991	0.065967	0	0.39439	0.028566	0.045547
SWI5	6.948688	6.322977	10.272251	8.06956	8.388677	7.28504	18.121385
GAPT	1.622408	6.39849	1.223662	1.51375	32.484987	0.409841	0.511191
BAIAP2	11.727039	12.077488	10.577715	9.364346	19.60802	17.378704	14.491463
CALCB	0.042654	0.087684	0.056236	0.019393	1.959599	0.564444	0.333196
CREG2	0.084554	0.028029	0.398832	0.23223	0.222373	0.144633	0.292203
TMEM270	0	0.076007	0.022185	0	0	0.025436	0.601192
HOXD8	1.342403	3.527413	9.80122	1.354468	4.110734	2.54453	4.610858
RPL7AP66	0.064333	0.483805	0.377166	0.01711	0.128854	0.164008	1.094964
ZDHHC21	4.859984	14.528778	11.722101	3.173968	20.597223	6.901229	13.489199
TSPEAR	0.149723	0.044225	0.027523	0.043604	0.322828	0.020605	0.013987
PLEKHF2	10.60846	8.096955	23.717501	16.080783	34.817447	6.009969	26.854208
A2M	52.41614	104.980268	106.638265	59.936202	100.160395	96.234761	1148.127981
ARL4D	0.356692	0.843894	11.70079	1.365195	1.331116	1.105218	1.737747
DOK7	0.006419	1.093773	0.044199	0.039125	0.155651	0.083099	1.221731
LRRN1	0.043777	15.661687	4.599088	3.128462	1.749987	2.250491	7.113496
UBE2O	8.242223	6.530289	10.457856	5.371566	11.435522	10.215168	8.972351
ORAI3	2.80873	4.346805	5.753816	4.146601	5.603186	2.459314	9.613327
KLHL38	0.192567	0.085618	0.075139	0.056011	0.021482	0.535724	6.33
FLJ34503	0.03574	0.055782	0.170464	0.223347	1.730557	0.055086	0
UNC119B	7.92934	8.216153	6.851112	3.981376	9.106141	7.104202	12.67029
DENND2C	1.244956	0.98261	1.820451	1.019388	1.399119	0.960457	2.54792
PLEKHD1	0.253141	0.345956	0.523075	0.129003	0.555988	0.07923	0.271484
FAM220BP	0	0	0	0	0	0.013448	0
ASCL3	0	0	0	0.046412	0	0	0
TUBB6	7.904941	18.398325	23.244632	14.07606	41.272489	29.600246	45.291278
LYSMD3	17.784186	6.818465	8.833931	6.247976	16.305657	6.154551	9.47896
AMIGO3	0.011743	0	0	0	0.037801	0	0.008031
B3GALT6	2.481417	3.824986	6.942182	2.763027	5.512641	5.218896	6.21474
ZNF613	20.99574	3.114956	3.315734	3.313631	3.986917	0.809057	3.272047
C11orf16	0	0.025764	0.104735	0.020174	0.185414	0	0.018207
TMPRSS7	0	0.006019	0	0.004713	0	0.012348	0.009577
AC007160.1	0	0	0	0.073495	0	0	0.062797
NUPR1	25.0462	8.449479	23.341018	24.981259	14.462008	15.918328	30.381073
JAKMIP2	0.400313	0.515174	0.117473	0.310844	0.398245	0.193688	0.286232
RPL23P2	1.251054	0.571184	0.572715	0.978597	1.265688	0.299104	1.391408
MBLAC2	1.318159	1.839905	1.60008	1.12	4.463263	1.688738	3.065358
TPRN	4.378533	2.313753	5.829383	6.223248	2.008026	3.331618	6.857229
KCNE5	0.048308	0.129149	0.203327	0.015697	0.109431	0.303736	1.598154
ZNF683	0.125026	3.765306	0.431052	0.844827	0.647069	0.331862	0.348917
SLC35A4	8.301303	12.790656	19.807052	17.846135	20.443372	10.944853	17.405759
CRYBG2	0.347236	0.610709	0.421143	0.290847	0.271425	1.648531	2.184281
IP6K1	5.327579	11.032759	6.569974	8.233758	10.261802	5.323908	12.082993
SSNA1	11.920392	9.538851	13.484764	9.627495	9.090288	10.675	14.951091
CSTF3	12.439923	16.199996	18.515462	12.19786	30.615538	21.936497	25.330009
YES1	18.663858	15.675845	43.136735	10.129838	31.02407	37.434962	58.739492
CHMP6	8.216186	6.369595	6.973792	3.714192	11.078504	6.686412	7.017163
AQP7P4	0	0	0	0	0	0	0
DLEU1	5.603269	2.289344	22.56709	5.088012	8.255774	6.21444	3.285478
UFSP1	0.295788	0.832772	0.807675	1.345934	0.877278	0.803593	1.378276
AL445665.1	0	0.159533	0.265597	0	0.144251	0.014036	0
MC5R	0.008059	0.066634	0.019771	0	0	0	0
TMEM39A	13.062606	17.514109	17.427898	14.039516	27.362949	31.02168	30.933422
TCP11L1	2.813409	7.621916	10.623718	4.303262	10.551109	9.384246	15.327499
GPX2	0.373313	0.04257	0.45741	0.838785	0.031554	0.067011	0.200779
CCDC57	144.408627	19.193393	29.974965	25.210908	30.919023	36.9021	20.492131
HSF5	0.07204	0.253246	0.063546	0.033276	0.615821	0.038413	0.072944
FOXG1	0.010395	0.429371	0.008003	0.040411	0.492797	0.535741	0.004495
SPHK1	3.880404	13.278302	6.935047	8.074073	8.731581	6.013747	11.733423
BNIP3	9.972109	3.515937	10.109484	7.125382	9.506581	14.226979	13.527383
ENTHD1	0.01461	0.106788	0.154608	0.015895	0.674755	0.118424	0.016658
MYPOP	2.169328	3.277757	4.751124	1.913817	2.610352	4.319946	7.172313
AC233964.1	0	0.028225	0	0.011256	0	0.010455	0.022776
CIDEA	0.123163	1.710349	0.571238	0.056923	0.510627	0.147537	0.162336
OR11H4	0	0	0	0	0	0	0
OR4D11	0	0	0	0	0	0	0
LRRTM4	0.213235	0.029967	0.037002	0.035053	0.063289	0.09598	0.231805
ATAD5	1.604595	3.190438	7.026687	0.518962	5.153351	2.647548	6.682989
SMIM19	9.816836	8.256522	20.500973	6.98019	16.396394	14.141258	23.993386
OR11H6	0	0	0	0	0	0	0
ZNF404	0.554488	1.705085	3.04692	0.302765	3.572378	1.522729	2.959813
RTTN	3.721594	11.721595	7.449016	4.687077	17.266005	8.736336	8.994326
OR4K17	0.002601	0.005472	0.004806	0	0	0.001881	0.015761
OR10H4	0	0	0	0	0	0	0
AC092634.1	0	0	0	0	0	0	0
C10orf111	0.267549	0.159182	0.318535	0.11872	0.403196	0.399484	0.165962
OR51B6	0	0	0	0	0	0.045365	0
CDV3P1	0	0	0	0	0	0.015234	0
ACBD7	0.237258	1.152201	1.644217	1.740274	4.533662	0.84039	0.892315
OR4L1	0	0	0	0	0	0	0
ANAPC2	17.947078	16.742587	25.93316	10.567572	15.833525	6.804702	16.339233
OR4K13	0.002221	0.00234	0	0	0	0	0.001925
HMGB4	0	0	0	0	0	0	0.03404
ZBTB8OS	25.68678	20.81676	30.527775	13.40852	26.250608	18.984818	40.019774
CYCSP34	7.581139	2.113726	4.095737	2.983191	6.847759	2.506997	4.377402
OR4F21	0	0.122303	1.634103	0.043498	0.345785	0.05365	0.460991
SLC35G1	1.423134	1.584825	1.420103	0.44536	2.470501	1.436194	2.975586
OR4K5	0	0	0	0	0	0	0
IDSP1	0	0	0	0	0	0	0
OR4K3	0	0	0	0	0	0	0
ZNF135	2.309371	4.738268	6.6143	2.019517	2.843868	3.194639	5.535581
OR4N2	0	0	0.004782	0	0.01715	0.002802	0
OR4M1	0	0	0	0	0	0	0
FOXR1	0	0.014692	0	0	0	0	0
OR4H12P	0	0	0	0	0	0	0
FOXN3P1	0	0	0	0	0	0	0.008028
AL138899.1	0.068118	0.056601	0.107817	0.133852	0.419444	0.02416	0.046158
COX8A	47.067703	57.762911	98.721552	44.493044	76.944345	142.662475	88.168494
RPL37AP8	0	0	0	0	0	0	0
AC104129.1	0	0.004617	0.005405	0	0	0.004115	0.018153
TAC4	0	0.091659	0.088839	0.149456	0.044783	0.088941	0.262422
ZSCAN2	2.481729	3.004124	4.114958	2.70109	3.771317	7.515331	7.105895
PFN1P10	0	0	0	0	0	0	0
PRR18	0.025411	0.008862	0.127489	0	0.093591	0.139769	1.240424
B3GNT4	0.050305	0.593981	0.108821	0.110146	0.266548	1.400298	0.703414
CDC26	17.100196	10.412467	16.610118	9.694412	15.584887	12.259776	23.175951
HSD11B2	1.878376	0.288246	1.769854	3.198672	3.201233	3.950432	7.731113
CRLF3	7.343792	10.701615	8.771562	2.665724	27.802541	5.962745	10.016131
RNPEP	21.864175	14.765687	30.786587	24.301785	30.796678	42.09969	75.59202
EID2	3.472439	1.942101	4.557845	2.57899	4.906889	1.878958	7.744179
DMRTA1	0.056729	0.167259	1.956244	0.163317	0.440599	0.531036	0.043245
EID2B	0.265149	0.732642	1.182969	0.377734	1.064945	0.275892	2.040703
GJC3	7.950379	0.068536	0.897079	2.086259	0.068426	0.212856	1.17435
RIMS2	2.036021	0.031388	10.856923	3.97511	0.366277	0.285267	1.198992
KCMF1	19.005998	14.924934	29.76798	14.228514	31.109387	44.044025	43.083437
DNAJC30	5.003938	3.811571	4.88775	3.675902	4.690927	3.129498	9.546515
SPRYD4	2.083747	1.408811	2.435931	2.209684	3.342654	0.878583	2.378379
VPS37D	0.112134	0.258075	1.171034	0.309292	0.294303	1.567109	2.958726
CLEC14A	1.896074	6.101195	4.651624	2.104627	3.30177	0.817384	3.556718
SYNE3	1.450137	6.44229	3.892844	2.787212	8.487213	1.228594	4.648763
CLK2	21.177896	22.762635	39.576124	18.446972	37.901672	21.300555	38.309154
LPCAT4	3.092454	10.687148	9.071845	8.031143	9.893455	7.134988	11.879394
SLCO3A1	1.635954	7.613355	8.906339	5.328721	13.065842	38.556048	19.368446
ZNF575	1.01116	1.380269	0.736831	1.001152	1.588437	0.911451	1.869011
WDR25	1.572338	2.157695	3.664982	3.05682	2.734975	1.943979	2.664356
SGF29	3.894298	5.95322	6.114427	8.300978	7.973608	3.112741	14.492381
PLA2G16	6.736513	19.550516	5.720637	3.891287	5.280439	9.238709	17.407873
DIRAS1	0.174168	0.214236	4.444305	0.849227	2.064137	5.894642	8.459884
OR5AN1	0.003269	0.023311	0.008081	0.016867	0.031293	0.007129	0.001421
OR10AC1	0	0.018936	0	0.007393	0.0238	0	0.003879
AL033381.1	0	0.003954	0	0	0	0	0
PHLDB3	2.021205	4.229917	8.266772	5.052029	4.266517	3.447811	7.038022
PRR15	5.755884	1.786913	18.090303	4.883327	0.730194	0.555141	3.310877
GNG7	0.477708	2.568084	2.035879	1.15925	4.42796	1.100466	10.197865
OR4C5	0	0	0	0	0	0	0
USF3	4.896248	5.853002	5.246914	4.100212	12.605747	10.742298	12.092721
OR4C3	0	0	0	0	0	0.020091	0
OR4S1	0	0	0	0	0	0.011473	0
CNTD1	0.327619	0.036356	0.095598	0.036546	0.112301	0.206001	0.108548
DCAF4L2	0	0	0.002395	0.006379	0	0.00842	0.010067
OR4X1	0	0	0	0	0	0.011653	0
CNBD1	0.179104	0.02711	0.073967	0.027974	0	0.017627	0
DMBT1P1	0	0.023765	0.002115	0	0	0	0
AC008969.1	9.062051	6.953085	6.268716	3.065842	6.73353	3.514313	7.764377
KBTBD11	0.157168	0.648843	1.553461	0.128551	3.352522	2.899149	5.322419
B3GNT5	1.925989	9.017216	33.170957	1.67626	13.338681	12.730771	35.966608
MAP3K19	0.006137	0	0.359882	0	0.008132	0.023227	0.02719
C14orf177	0	0	0	0	0	0	0.018843
LMNB2	7.417207	7.077914	19.101903	7.36326	14.212764	19.762334	23.45517
RMDN1	15.011972	15.458346	28.332171	14.612994	32.116356	13.290751	16.29693
MEX3C	7.430854	13.466187	22.326284	7.730548	22.849057	20.718458	22.223628
HORMAD2	0	0.006645	0.007777	0	0.049108	0.01362	0.209813
RNF152	45.124991	6.061076	15.949525	15.92831	12.826733	3.689978	12.999166
NANOGP1	0	0.039884	0.014579	0	0	0.123983	0.654605
MYO1D	20.531192	18.448018	36.750015	21.154679	34.650635	11.43689	33.621196
C20orf197	0.393601	0.435303	0.459782	0.362039	1.443778	0.070718	0.679728
FOXL1	0.176598	0.181492	0.40984	0.328929	0.577932	0.437379	1.576295
TGIF2LY	0	0	0	0	0	0	0
LRRC37A	2.698596	6.544046	8.362822	2.046071	9.637064	1.680554	5.595755
FOXC2	0.179087	0.270831	0.505437	0.591836	1.099054	0.29214	1.730336
OR4F17	2.156866	2.071672	5.130259	1.360131	2.182485	0.727885	2.862776
BDNF	0.003412	0.05911	0.790365	0.009876	0	0.015443	0.10416
SCAND2P	2.87453	3.960657	5.181557	3.099406	8.427989	6.363277	5.970159
CCDC121	2.859494	1.021083	4.164894	1.279861	2.456615	1.389792	7.927182
ACSF3	2.938329	9.400739	11.628349	10.522472	17.239253	13.644847	12.202365
OR10AB1P	0.008262	0.050725	0.009983	0	0.042773	0.116225	0.152872
BOK	10.247138	8.81744	6.984811	9.784056	4.605483	3.479083	9.726943
ZNF843	0.174892	0.399192	0.370131	1.007119	0.46942	0.107287	0.9747
TTTY14	0	0	0	0	0	0.006639	0
C8orf59	26.975165	34.669756	88.362125	18.369303	77.81058	56.514186	42.798648
